index,random,reversed,almost,sorted
1230,3821,98671,418,419
1231,3481,98670,419,419
1232,7864,98669,419,420
1233,9070,98666,420,420
1234,3059,98666,420,420
1235,4408,98663,420,420
1236,6644,98661,420,420
1237,573,98658,420,420
1238,7076,98658,420,420
1239,5287,98656,420,421
1240,3120,98652,421,422
1241,1496,98650,422,423
1242,6375,98647,423,423
1243,2491,98645,423,423
1244,7854,98644,423,424
1245,5284,98644,424,424
1246,1874,98643,424,424
1247,6266,98643,424,424
1248,5851,98643,424,425
1249,3543,98642,425,425
1250,6711,98640,425,426
1251,6609,98639,426,426
1252,4528,98638,426,426
1253,7111,98637,426,427
1254,440,98637,427,427
1255,4847,98637,427,428
1256,2553,98635,428,428
1257,9911,98633,428,428
1258,700,98633,428,428
1259,9618,98631,428,429
1260,6076,98631,429,429
1261,4321,98626,429,429
1262,3394,98624,429,430
1263,4061,98624,430,430
1264,8642,98623,430,431
1265,8468,98622,431,431
1266,8748,98621,431,432
1267,546,98620,432,432
1268,9944,98619,432,432
1269,223,98616,432,433
1270,1322,98614,433,433
1271,305,98613,433,434
1272,1706,98611,434,434
1273,5767,98610,434,434
1274,619,98609,434,436
1275,8755,98606,436,436
1276,5657,98606,436,436
1277,4451,98604,436,437
1278,4311,98604,437,437
1279,5963,98604,437,437
1280,331,98599,437,437
1281,905,98599,437,438
1282,5245,98599,438,438
1283,4771,98598,438,438
1284,4356,98598,438,438
1285,4352,98597,438,438
1286,5207,98597,438,439
1287,993,98597,439,439
1288,8069,98596,439,439
1289,4278,98595,439,440
1290,5652,98594,440,440
1291,7808,98592,440,440
1292,170,98589,440,440
1293,9083,98588,440,440
1294,1416,98587,440,441
1295,334,98585,441,441
1296,6248,98582,441,441
1297,1030,98581,441,441
1298,3862,98581,441,442
1299,5496,98580,442,442
1300,6707,98579,442,442
1301,8621,98574,442,442
1302,9685,98574,442,442
1303,8964,98568,442,443
1304,3467,98567,443,443
1305,5533,98563,443,444
1306,4458,98563,444,445
1307,9704,98560,445,445
1308,5741,98559,445,445
1309,69,98558,445,446
1310,1323,98558,446,446
1311,5260,98554,446,446
1312,5444,98554,446,446
1313,7058,98553,446,446
1314,494,98551,446,447
1315,1065,98551,447,447
1316,5069,98551,447,447
1317,5436,98550,447,447
1318,7134,98550,447,448
1319,6495,98543,448,448
1320,8259,98543,448,449
1321,9825,98541,449,449
1322,6393,98538,449,450
1323,4025,98537,450,451
1324,4937,98537,451,451
1325,2499,98532,451,451
1326,4558,98531,451,451
1327,6958,98531,451,452
1328,3472,98531,452,453
1329,5806,98531,453,453
1330,6078,98529,453,453
1331,4226,98524,453,454
1332,9046,98522,454,454
1333,6881,98522,454,454
1334,8807,98518,454,454
1335,8341,98517,454,455
1336,2970,98517,455,455
1337,2884,98516,455,456
1338,7991,98514,456,457
1339,7544,98514,457,457
1340,8000,98511,457,458
1341,8043,98510,458,458
1342,9309,98510,458,458
1343,7956,98508,458,458
1344,7557,98508,458,458
1345,8919,98507,458,459
1346,8397,98506,459,459
1347,1541,98504,459,459
1348,729,98502,459,459
1349,8710,98502,459,459
1350,7281,98502,459,460
1351,8263,98501,460,460
1352,41,98499,460,460
1353,1848,98497,460,461
1354,1055,98494,461,461
1355,5869,98491,461,461
1356,3692,98491,461,462
1357,9722,98490,462,462
1358,6111,98489,462,462
1359,9641,98485,462,462
1360,3167,98480,462,462
1361,4655,98480,462,462
1362,5548,98478,462,463
1363,2780,98475,463,463
1364,4087,98475,463,463
1365,7975,98471,463,463
1366,8392,98471,463,464
1367,7659,98470,464,464
1368,8524,98470,464,465
1369,4959,98470,465,465
1370,7379,98468,465,465
1371,6628,98467,465,466
1372,3739,98466,466,466
1373,7654,98466,466,467
1374,9757,98465,467,467
1375,6563,98463,467,467
1376,339,98462,467,468
1377,5590,98462,468,468
1378,6741,98462,468,468
1379,2902,98461,468,468
1380,8670,98459,468,468
1381,7994,98458,468,469
1382,8986,98457,469,469
1383,7476,98455,469,469
1384,8052,98454,469,469
1385,935,98453,469,469
1386,6882,98453,469,470
1387,4309,98453,470,471
1388,4159,98452,471,472
1389,7808,98452,472,472
1390,7429,98452,472,472
1391,2959,98452,472,472
1392,7326,98451,472,472
1393,1138,98451,472,472
1394,4855,98450,472,473
1395,9840,98450,473,474
1396,1968,98448,474,474
1397,1967,98448,474,474
1398,6227,98448,474,476
1399,7281,98447,476,476
1400,2394,98447,476,477
1401,6702,98446,477,478
1402,6833,98446,478,478
1403,2546,98444,478,478
1404,1703,98444,478,478
1405,8454,98442,478,478
1406,6755,98440,478,479
1407,5222,98439,479,479
1408,5577,98438,479,479
1409,2321,98437,479,480
1410,1847,98435,480,480
1411,7458,98435,480,480
1412,5489,98434,480,480
1413,6986,98432,480,480
1414,1148,98431,480,480
1415,3313,98429,480,481
1416,3680,98428,481,481
1417,8765,98428,481,482
1418,1834,98427,482,482
1419,664,98427,482,482
1420,5017,98425,482,482
1421,2504,98423,482,482
1422,6083,98422,482,483
1423,6052,98421,483,483
1424,2216,98419,483,483
1425,1405,98419,483,483
1426,4688,98418,483,484
1427,7518,98414,484,484
1428,2587,98413,484,484
1429,1839,98413,484,484
1430,1546,98412,484,484
1431,2279,98412,484,485
1432,5279,98411,485,486
1433,6241,98411,486,486
1434,7751,98410,486,486
1435,7636,98409,486,486
1436,5807,98409,486,486
1437,8806,98406,486,487
1438,8362,98404,487,487
1439,1667,98404,487,487
1440,2680,98403,487,487
1441,1425,98403,487,488
1442,5648,98402,488,488
1443,5622,98402,488,488
1444,6159,98401,488,489
1445,9964,98400,489,489
1446,9386,98390,489,489
1447,1109,98387,489,489
1448,6285,98387,489,489
1449,2108,98386,489,490
1450,7169,98385,490,491
1451,3902,98384,491,491
1452,4977,98384,491,491
1453,9774,98380,491,492
1454,7343,98378,492,492
1455,376,98376,492,492
1456,8355,98374,492,492
1457,4762,98372,492,492
1458,3845,98369,492,493
1459,2970,98366,493,494
1460,6521,98366,494,494
1461,4676,98364,494,494
1462,2091,98363,494,495
1463,2186,98363,495,496
1464,161,98362,496,496
1465,676,98354,496,496
1466,368,98353,496,498
1467,7143,98353,498,498
1468,4762,98352,498,498
1469,7139,98352,498,498
1470,1632,98352,498,499
1471,3426,98350,499,499
1472,3489,98350,499,499
1473,8155,98348,499,500
1474,2336,98346,500,500
1475,308,98345,500,500
1476,8857,98344,500,500
1477,7369,98344,500,500
1478,4642,98343,500,500
1479,970,98342,500,501
1480,8292,98342,501,501
1481,7927,98341,501,502
1482,3884,98340,502,503
1483,3656,98339,503,503
1484,9845,98339,503,503
1485,9985,98338,503,503
1486,1285,98338,503,503
1487,5003,98337,503,503
1488,5120,98336,503,503
1489,5787,98334,503,504
1490,4063,98333,504,504
1491,4586,98330,504,504
1492,2868,98327,504,505
1493,3549,98327,505,505
1494,9813,98327,505,505
1495,286,98325,505,505
1496,6599,98325,505,506
1497,9483,98325,506,506
1498,1055,98322,506,506
1499,6670,98320,506,506
1500,5187,98319,506,507
1501,7229,98319,507,507
1502,2301,98318,507,508
1503,4919,98315,508,508
1504,5934,98315,508,508
1505,7648,98315,508,508
1506,5458,98311,508,509
1507,5309,98311,509,510
1508,3128,98310,510,510
1509,2944,98310,510,510
1510,6453,98309,510,511
1511,4709,98309,511,511
1512,7764,98308,511,512
1513,6141,98308,512,512
1514,6257,98303,512,512
1515,9960,98302,512,513
1516,3047,98302,513,514
1517,2111,98301,514,514
1518,6501,98300,514,514
1519,2083,98299,514,514
1520,4072,98298,514,514
1521,7160,98298,514,515
1522,6596,98298,515,515
1523,7895,98298,515,515
1524,3760,98297,515,516
1525,1918,98296,516,516
1526,7690,98294,516,517
1527,7232,98294,517,517
1528,5437,98294,517,517
1529,9787,98293,517,517
1530,9342,98292,517,518
1531,7343,98291,518,518
1532,2010,98290,518,518
1533,8364,98289,518,518
1534,3899,98289,518,519
1535,2779,98287,519,519
1536,6398,98287,519,519
1537,22,98284,519,520
1538,7012,98282,520,520
1539,8086,98281,520,521
1540,4620,98280,521,522
1541,1484,98279,522,522
1542,4920,98277,522,523
1543,4707,98277,523,523
1544,2423,98274,523,523
1545,1445,98270,523,525
1546,2920,98268,525,525
1547,9727,98267,525,526
1548,2320,98267,526,526
1549,7888,98264,526,526
1550,7929,98264,526,527
1551,645,98263,527,529
1552,8473,98260,529,530
1553,7667,98260,530,530
1554,7076,98260,530,530
1555,2627,98259,530,530
1556,7471,98259,530,530
1557,3190,98259,530,530
1558,9509,98256,530,530
1559,5838,98255,530,531
1560,2629,98254,531,531
1561,5495,98251,531,531
1562,3718,98251,531,531
1563,6331,98250,531,531
1564,1730,98249,531,532
1565,9595,98248,532,532
1566,4738,98247,532,532
1567,8435,98247,532,533
1568,7013,98246,533,533
1569,7227,98244,533,533
1570,8672,98243,533,533
1571,6435,98243,533,533
1572,9440,98242,533,534
1573,7504,98241,534,534
1574,1923,98241,534,534
1575,770,98241,534,535
1576,763,98238,535,535
1577,4121,98237,535,535
1578,1582,98237,535,535
1579,5657,98237,535,535
1580,9065,98237,535,535
1581,1858,98235,535,535
1582,2158,98235,535,536
1583,684,98234,536,536
1584,1816,98233,536,536
1585,630,98233,536,536
1586,462,98231,536,537
1587,1885,98231,537,537
1588,9294,98231,537,537
1589,9281,98230,537,538
1590,3928,98227,538,539
1591,7062,98227,539,540
1592,9251,98224,540,540
1593,4054,98224,540,541
1594,9583,98223,541,541
1595,2006,98223,541,541
1596,4005,98221,541,542
1597,8102,98221,542,542
1598,9298,98219,542,543
1599,6326,98219,543,544
1600,5936,98219,544,544
1601,8949,98218,544,545
1602,9190,98218,545,546
1603,8622,98216,546,546
1604,9105,98215,546,547
1605,6435,98210,547,547
1606,4352,98209,547,547
1607,9275,98207,547,548
1608,8972,98207,548,548
1609,420,98207,548,549
1610,9282,98205,549,549
1611,7807,98205,549,549
1612,3563,98204,549,550
1613,6809,98202,550,551
1614,84,98200,551,552
1615,820,98199,552,552
1616,2969,98199,552,552
1617,9557,98199,552,553
1618,7146,98197,553,553
1619,5595,98196,553,553
1620,2244,98196,553,553
1621,4153,98196,553,553
1622,9814,98193,553,554
1623,4991,98192,554,554
1624,8039,98191,554,554
1625,9642,98190,554,555
1626,4541,98187,555,555
1627,9711,98185,555,556
1628,6821,98185,556,556
1629,5563,98184,556,556
1630,714,98184,556,556
1631,3163,98182,556,557
1632,4039,98182,557,557
1633,5022,98181,557,557
1634,3409,98180,557,557
1635,6879,98179,557,558
1636,560,98178,558,558
1637,8029,98177,558,558
1638,7244,98176,558,559
1639,442,98175,559,559
1640,555,98174,559,560
1641,3483,98174,560,560
1642,6523,98173,560,560
1643,8243,98173,560,561
1644,8500,98167,561,561
1645,2233,98165,561,561
1646,6434,98165,561,561
1647,3525,98164,561,561
1648,3283,98164,561,562
1649,8768,98164,562,562
1650,590,98164,562,562
1651,7462,98161,562,563
1652,9015,98160,563,563
1653,2925,98159,563,563
1654,2374,98155,563,563
1655,2270,98153,563,564
1656,6383,98151,564,564
1657,7904,98151,564,564
1658,8948,98151,564,564
1659,7703,98149,564,565
1660,3456,98149,565,565
1661,5309,98148,565,565
1662,9129,98146,565,566
1663,4251,98145,566,566
1664,9226,98145,566,566
1665,9234,98144,566,567
1666,2040,98143,567,567
1667,4188,98142,567,568
1668,1302,98142,568,569
1669,4520,98141,569,569
1670,9775,98140,569,569
1671,152,98140,569,570
1672,3237,98131,570,570
1673,1570,98128,570,570
1674,6103,98128,570,570
1675,3146,98127,570,570
1676,3525,98127,570,571
1677,3361,98126,571,571
1678,4037,98125,571,572
1679,9348,98124,572,572
1680,4495,98124,572,572
1681,477,98122,572,572
1682,2561,98118,572,573
1683,6008,98118,573,573
1684,5381,98116,573,573
1685,8231,98115,573,574
1686,7633,98115,574,575
1687,4214,98114,575,576
1688,4037,98114,576,576
1689,791,98113,576,577
1690,4048,98112,577,577
1691,7297,98112,577,577
1692,2590,98109,577,577
1693,283,98109,577,577
1694,2510,98109,577,577
1695,7863,98107,577,577
1696,8407,98105,577,578
1697,8742,98104,578,578
1698,8276,98104,578,578
1699,5943,98104,578,579
1700,1463,98103,579,579
1701,1328,98102,579,579
1702,9744,98101,579,579
1703,5201,98101,579,579
1704,8703,98101,579,580
1705,2419,98100,580,580
1706,2551,98100,580,581
1707,5551,98099,581,581
1708,8481,98099,581,581
1709,1123,98098,581,582
1710,4994,98097,582,582
1711,5111,98097,582,583
1712,1877,98095,583,583
1713,7699,98094,583,583
1714,6378,98094,583,583
1715,4347,98094,583,584
1716,2909,98091,584,584
1717,139,98090,584,585
1718,2519,98089,585,585
1719,215,98089,585,585
1720,2308,98089,585,585
1721,5603,98089,585,586
1722,5885,98088,586,586
1723,7888,98088,586,586
1724,1739,98082,586,587
1725,1024,98081,587,587
1726,8740,98080,587,587
1727,2369,98075,587,587
1728,8529,98074,587,587
1729,3179,98074,587,587
1730,1510,98074,587,587
1731,1142,98074,587,589
1732,3944,98073,589,589
1733,2250,98073,589,590
1734,1666,98072,590,590
1735,375,98070,590,590
1736,8232,98069,590,590
1737,1356,98066,590,591
1738,7851,98066,591,591
1739,4877,98065,591,591
1740,8033,98064,591,592
1741,9979,98061,592,593
1742,2648,98060,593,594
1743,4751,98060,594,595
1744,1285,98056,595,595
1745,2806,98055,595,595
1746,4061,98054,595,597
1747,6213,98053,597,598
1748,6345,98053,598,598
1749,4675,98051,598,598
1750,7170,98048,598,598
1751,3097,98045,598,598
1752,294,98045,598,598
1753,9002,98044,598,598
1754,2838,98043,598,599
1755,4798,98042,599,599
1756,6959,98041,599,599
1757,8193,98041,599,600
1758,9056,98039,600,600
1759,581,98037,600,600
1760,6317,98037,600,601
1761,9317,98036,601,602
1762,9447,98034,602,602
1763,4120,98033,602,603
1764,482,98033,603,603
1765,6141,98031,603,604
1766,3125,98031,604,604
1767,9957,98029,604,604
1768,1508,98029,604,605
1769,6971,98028,605,605
1770,4887,98026,605,605
1771,9774,98025,605,605
1772,4938,98024,605,605
1773,5613,98022,605,606
1774,179,98015,606,606
1775,1571,98014,606,607
1776,6823,98014,607,607
1777,899,98013,607,607
1778,4694,98012,607,608
1779,3702,98012,608,608
1780,1000,98010,608,608
1781,9912,98010,608,608
1782,5119,98008,608,609
1783,2169,98006,609,609
1784,9585,98006,609,610
1785,5240,98006,610,610
1786,9110,98005,610,611
1787,4435,98003,611,611
1788,788,98003,611,612
1789,7936,98002,612,612
1790,6841,98001,612,612
1791,8477,98001,612,613
1792,1033,98000,613,613
1793,5341,98000,613,614
1794,1794,97998,614,614
1795,8363,97998,614,614
1796,8712,97997,614,614
1797,9632,97996,614,614
1798,3420,97996,614,614
1799,5789,97993,614,615
1800,3070,97993,615,615
1801,5164,97993,615,615
1802,8456,97992,615,615
1803,4113,97991,615,615
1804,2969,97989,615,616
1805,3078,97986,616,616
1806,7016,97986,616,616
1807,8151,97984,616,617
1808,76,97983,617,618
1809,182,97983,618,619
1810,5285,97979,619,619
1811,4604,97976,619,619
1812,3598,97973,619,620
1813,5600,97973,620,620
1814,8519,97972,620,621
1815,6407,97972,621,621
1816,4363,97971,621,621
1817,6880,97968,621,622
1818,7447,97967,622,623
1819,8861,97966,623,623
1820,844,97963,623,623
1821,9277,97963,623,623
1822,8325,97962,623,624
1823,6023,97961,624,625
1824,1698,97959,625,625
1825,5175,97955,625,627
1826,9492,97953,627,627
1827,508,97953,627,628
1828,3873,97953,628,629
1829,14,97948,629,629
1830,6875,97947,629,630
1831,5635,97947,630,630
1832,1166,97947,630,630
1833,294,97947,630,631
1834,4033,97947,631,632
1835,3985,97945,632,632
1836,3378,97943,632,632
1837,7732,97943,632,632
1838,4485,97941,632,632
1839,1536,97938,632,633
1840,7067,97938,633,633
1841,4185,97938,633,634
1842,753,97937,634,634
1843,2541,97935,634,634
1844,5410,97935,634,635
1845,7395,97935,635,635
1846,4760,97934,635,635
1847,7738,97933,635,636
1848,800,97933,636,636
1849,1225,97933,636,636
1850,944,97932,636,637
1851,6187,97931,637,637
1852,962,97931,637,637
1853,2846,97930,637,638
1854,4869,97930,638,638
1855,2820,97927,638,639
1856,3051,97925,639,639
1857,8759,97924,639,640
1858,4714,97921,640,640
1859,3856,97921,640,640
1860,2201,97918,640,641
1861,7288,97917,641,641
1862,285,97917,641,642
1863,1989,97916,642,642
1864,3333,97916,642,643
1865,2848,97909,643,643
1866,3633,97909,643,644
1867,9369,97906,644,644
1868,4154,97906,644,645
1869,6586,97905,645,645
1870,7952,97905,645,645
1871,9667,97905,645,645
1872,6112,97904,645,645
1873,6144,97902,645,645
1874,1268,97902,645,645
1875,1151,97901,645,646
1876,6440,97901,646,646
1877,5753,97900,646,646
1878,4173,97896,646,647
1879,1846,97896,647,647
1880,2268,97896,647,647
1881,6434,97893,647,648
1882,8946,97893,648,649
1883,4033,97893,649,649
1884,4745,97890,649,651
1885,192,97889,651,651
1886,3256,97888,651,652
1887,8573,97887,652,652
1888,267,97887,652,653
1889,9036,97884,653,653
1890,672,97881,653,653
1891,748,97881,653,653
1892,2786,97880,653,654
1893,6156,97879,654,654
1894,5088,97879,654,654
1895,6326,97878,654,654
1896,4158,97878,654,654
1897,6038,97876,654,655
1898,844,97871,655,655
1899,5677,97870,655,656
1900,2118,97870,656,657
1901,3791,97869,657,657
1902,8908,97868,657,658
1903,6379,97867,658,658
1904,4101,97866,658,659
1905,1491,97866,659,660
1906,2350,97866,660,660
1907,6863,97865,660,660
1908,9912,97864,660,660
1909,9450,97863,660,661
1910,3949,97862,661,661
1911,3680,97861,661,662
1912,5210,97861,662,663
1913,1263,97860,663,663
1914,9645,97860,663,663
1915,1367,97859,663,664
1916,2415,97857,664,665
1917,5824,97857,665,665
1918,8474,97857,665,665
1919,2445,97857,665,666
1920,1744,97856,666,666
1921,7588,97856,666,666
1922,3959,97854,666,667
1923,4058,97854,667,667
1924,1530,97851,667,667
1925,3199,97850,667,668
1926,8064,97850,668,668
1927,385,97850,668,668
1928,7017,97849,668,668
1929,3656,97849,668,668
1930,5772,97847,668,668
1931,7644,97843,668,669
1932,9900,97838,669,670
1933,9553,97836,670,670
1934,8170,97835,670,670
1935,6671,97835,670,670
1936,1909,97835,670,670
1937,1240,97834,670,670
1938,4994,97833,670,671
1939,3674,97831,671,671
1940,3140,97829,671,671
1941,8616,97829,671,671
1942,7225,97824,671,672
1943,9513,97824,672,672
1944,6989,97824,672,672
1945,8646,97823,672,672
1946,9047,97822,672,672
1947,159,97818,672,673
1948,6114,97814,673,673
1949,9700,97813,673,675
1950,1886,97812,675,676
1951,6575,97810,676,676
1952,7573,97810,676,676
1953,8932,97809,676,678
1954,4568,97808,678,678
1955,1270,97805,678,678
1956,9715,97804,678,679
1957,8363,97799,679,679
1958,2283,97799,679,679
1959,5632,97799,679,680
1960,2212,97798,680,680
1961,2932,97798,680,681
1962,7101,97798,681,682
1963,3826,97796,682,682
1964,370,97795,682,682
1965,5258,97793,682,682
1966,9510,97793,682,682
1967,1429,97793,682,682
1968,9148,97792,682,683
1969,2332,97792,683,683
1970,2733,97792,683,684
1971,5001,97791,684,684
1972,6924,97791,684,684
1973,7515,97790,684,684
1974,4613,97790,684,684
1975,2653,97788,684,685
1976,3137,97787,685,685
1977,4106,97787,685,686
1978,5213,97784,686,686
1979,3581,97784,686,686
1980,685,97784,686,687
1981,6323,97783,687,688
1982,8644,97782,688,688
1983,2558,97782,688,688
1984,1987,97780,688,688
1985,9166,97780,688,688
1986,6170,97779,688,689
1987,7633,97777,689,689
1988,531,97776,689,689
1989,4364,97776,689,689
1990,6667,97776,689,689
1991,9745,97774,689,690
1992,5026,97773,690,690
1993,4085,97770,690,690
1994,5420,97770,690,690
1995,6177,97768,690,690
1996,4774,97768,690,691
1997,1304,97766,691,691
1998,7684,97765,691,691
